teks,label
bagus,1
video pembohongan publik mendidik,0
lumayan,1
menyenang,1
tramat buruk titok klo buka update buruk,0
nga login akun gw woy knp mo login fb nga,1
bikin hidup berwarna,1
knp tiktok berhenti install stiap hariapakah ad yg,0
tiktok jelek coba ga ad kasar ga aneh gabisa ngirim pesan krna melanggar yng langgar wktu d arab udah bela jaga api skrg stop tiktok ga terima,0
bukak,0
gabisa masuk,0
wow vt nya yg fyp engga,1
gabisa komen foto,1
tiktok meresahkan,1
bug nya gue nyaranin tiktok lite aja gess,0
knp gak buka,1
virusnyakeluar,0
buka tiktok ngelag ngelag,0
bagus jaringan baguskok pas tiktok nge bug suaranya kasih ajalah update yah,1
gabisa milih musik foto loading,0
aplikasi lemot stuck logo hapus instal ulang berkalikali tolong ya perbaiki aplikasinya,0
meni pussiiing download deikunaon cenah ie tiktookk teu kaur teu dibukaa beee,0
tiktok jelekk aja sinyal bagus lemot akun post udah blokir aja tiktok bagus,1
tik tok bagus,1
aplikasi gathel,0
aw bagus bangett bejirr akuu jadii artii ahah kawinn,1
aplikasinya gak bagus gak dimiliki buka sinyalnya bagus wifinya lancar ram lumayan data cachenya udah dibersihkan lemot mohon dikondisikan developer tik tok kuharap ulasan dibalas secepatnya,0
fc,0
ga buka aplikasi nya udh instal ulng tp tetep gabisa,1
ya seruuu banget kendala sedikittt,1
update ngelag kadang kadang lg kebuka apknya tp layar gada gaguna,0
aplikasi aneh pdhl hp kuat ajh tpi ko masuk tiktok ga bug aplikasi nyh rusaktolong perbaiki,1
tiktok apalah,0
baguss,1
knph tiktok skrg susah masuk instal ulang butuh yg masuk tiktok ya,1
udh muak ama tiktok gegara g ngapa ngapain blokir akun apalagii bgtt sndiri darii tiktok gmnaa sihh gjls bgt,0
ngeleg,0
tiktoknya seminggu ku download ga dibukasekarang kemarin,0
kesini lemot tiktok,0
woe tiktok akun gw diban,0
aplikasi nya keren,1
baguss,1
menghibur,1
smakin smakin gk karuan buruk,0
bagus banget tiktok bikin liburan seru terima kasih tiktok,1
membantu menghibur,1
suka,1
aplikasi jelek buruk yg x uninstall download tiktok gak buka tiktok kecewa aplikasi tiktok,0
lumayan,1
buruk tiktok tidk,0
memudahkan berbelanja,1
pidionya kerenn baanget,1
hadiah cek in nya sediakan,1
aplikasi nya bagus nonton vidio nya bagus bagus ngehasilin uang live tolong diperbaiki live nya kerena seribu followers biar live tolong diperbaiki seribu followers biar live,1
gwe install ulang hilang akuun guaa pliss,1
orang bagus,1
ram gb udh gak kuat kah apk tiktok hp suka restart,0
tiktok kluar tiktok,1
hati pakai payleter tik tok tagihan jt an angsuran lunasi tagihan yrus sdh gak pakai lagitrus belanja tau tahigan yg sdh lunasi masuk rb sdh lunasi apk sdh bukti lunasi nya,0
buruk banget susah kbuka aplikasinya d hapus dlu d donlod lagibaru kebuka,0
bagus,1
mantap no iklan no tipu tipu,1
tiktok ny gk bukak kadang aplikasi,0
tolong tiktok brantas seler seler yg nakal orang pesen barang dikirim kali kirim pesen meresahkan tolong jg rahasiakan data sebar terima kasih,0
bagus suka banget,1
tolong mb nya kecilkan kasian hp ram,1
seru,1
bagus,1
update susah banget masuk,0
garagara tiktok hp ku nge crash melulu kirain doang ngalamin wkwk udah deh uninstall aja aplikasi berat,0
aplikasi ga jelasvideo beranda putar latar,0
suka banget sayang ngak download,1
minimal nutup notif,0
bagus aplikasi nya,1
lumayan bagus,1
ngelaggg,0
buruk,0
bagus hiburan,1
tiktok blokir vidio lemot,0
woyy tiktok inii kenapaa harii hapus tik tok download ga bukaada tulisan tiktok gagal memulaicuma pilihan bersihkan riwayat tutup tiktok pilih bersihkan riwayat tetep aja ga buka terpaksa hapus download penyimpanan penuh lohbahaya kalo ga inget sandiakun nya ilang tolong diperbaiki bug nya,0
hp ram loh loading mentok logo doang sih padhal aplikasi g,0
terima kasih,1
tiktok look at me tiktok ngebug why tiktok why sedih ngebug ya tiktok no no no okey,0
knp ych tiktok gini donlod ulangklo mu buka tiktok ny tolong perbaiki,1
tiktok suka gak terbuka hapus donlowd buka,0
update bahasanya campur indo ingris settingan bahasa indonesia,1
pas sy download tiktok tb tb menginstal tolong perbaikin,0
sih aplikasi tiktok ko ngelag bgt dibuka ga kluar trs jd instal ulang klo dibuka tolong perbaiki biar,1
ya gabisa komen poto gabisa nge post video gitu klo dm poto gabisa kalo bug ya suka apus download mulu mohon perbaiki,0
karna error,0
suka pokoknya buruk tolong diperbaiki min,0
bagus banget,1
bagus dikit dikit lag,1
menginstal tiktok menghapuskan aplikasi,1
tiktok bikin bahagia,1
tiktok aneh dikit gabisa masuk trs hp yg ram nya kecill,0
bagusss,1
cape tau kebanyakan update update otomatis jadiin apk gabisa dibuka uninstall download kali,0
kali masuk tiktok tu kalo mo nonton tu ngebugnya banget gak nonton tiktok,0
disaya apknya kadang ga dibuka hapus riwayat kali unstal instal,1
tiktok bagus,1
tiktok knp yah jarang banget buka uninstal instal,1
seru,1
tiktok plissdong apk hapus ulang postingan penuh,1
mah pindah deh tiktok lite,0
tolong perbaiki aplikasi nya berulang kali mendownload menguninstall aplikasi muncul logo tiktok nya kali tiktok nya download,0
tolong perbaiki karna bug nya login tiktok download ulang,0
susah bnget instal,0
akun ku blokir mlu bikin video velocity blokir,1
bagus uga,1
aplikasi buruk gak fyp gak kayak tiktok lite fyp,0
ribuan tiktokers yg ngerasain namanya susah buka tt lemot loading lemot ratusan kali instal uninstall bgtt aja nguras kuota nguras pikiran mantappp banget dah,0
tiktok is the best,1
bagus,1
stres ni aplikasi kluar,0
woy tiktok kayak gini sihh lemot tau ngk download lihat emang gw capek install ulang terussssss,1
menambah wawasan pengalamanjd info d dunia,1
tiktok ya ko kesini nge bug ga buka tiktoknya kebuka logonya aja trus suka bersihkan riwayat memo ku gak penuh udh bersihkan ga donlodhapus donlodhapus gitu aja kejadian kali tolong perbaikisaya mohon kenyamanan,0
please apk bagus bangettt woyyyyy,1
ditiktok gk cari pengguna orang laintolong diperbaiki ya minn,0
akun diblokir kali gak ngapangapain,0
tik tok suka ngebug nd masuk tik tok nya gagal masuk suruh hapus riwayat udh hapus bug hapus download hapus download kali bug tolong perbaiki bug,0
buka,0
lokasi toko tiktokshop nya,0
semoga,1
terbaik tiktok,1
aplikasi tiktok buka download buka download buka buruk,0
tiktok nya ga dibuka alasannya kepenuhan ruang penyimpanan ram ku gede woyy cape uninstall download ga nih niatan diperbaiki maaf,0
emang tok tok gajelas,1
tik tok susah buka sinyal bagus susah buka tolong perbaiki bagus,0
gak buka yaa uninstall install buka,0
buruk banget tiktok nya buka tiktok gak bisah masuk,0
bug update install ulang ngestuck logonya aja update gimana install ulang cape bolak install ulang install malam pagi nya bug terpaksa instal ulang tolong perbaiki,0
mntv sekalee,1
install,0
bagus ngelod,1
seru dimainkan,1
inspirasi hidu hidup,1
bagus bgt loh tiktok nya,1
bagus,1
tiktok knp ya posting video ngk,1
berinteraksi,1
tiktok aneh masuk aplikasinya mlh sendiripdhl penyimpanan,0
gimana sih udah download ga gimana sih,0
bagus,1
tiktok buruk banget jelek umur udah akun ku blokir,0
tiktok bener bener berubahmakin nge lag kalok hp yng ram nya kecilsering nge lag pokoknya,0
tiktok udh cape koin live tpi gk masuk saldo tiktok asu,0
tiktok memuat suruh bersihkan ga download instal,0
udh update ttp muncul tulisan update lgi,0
tiktok tingkah peringati,0
pengen banget belanja tiktok pake spaylater nya gabisa uda ngelag banget kalo login tiktok iyatau ram ya tolong perbaiki orang orang ram pengen ngerasain belanja tiktok shop lihat hiburan tiktok,0
tmen gara main tiktok,1
kerusakan tiktok komentar,0
tiktok skrg jd byk ngelag sm ngbugnyakdg hrus uninstall dlu trus dwnload lg bru,0
mengkek gk bukak apk nyaaa lalap gk bukak,0
bagus,1
mantap,1
wm,1
udh apk favku mah,1
tiktok nya sih buka ga kaya logi tiktok nya aja hapus download ulang update kalo dah update kadang ga,0
mayan suka orang hujat hujatan sih its okey gpp,1
mb nya kemahalan,1
ya wifi bagus jaringan bagus pas buka tiktok cuman keliatan gambarnya gak vidio nya,1
gtw suka aja,1
update nya,1
membantu dlm bisnis,1
mati,0
gak tau coment diliat aja am ranting bintang udah,0
buruk,0
bagus,1
gamenya bagus bang,1
tiktok skrg bnxk nge bug nadh gt d buka na jg lamapdhl pketan fullwifi ad kdng suka sndiritiktok g ky dl sllu lancartlng donk d perbarui gi ky dl,0
apk burik hok cuh,0
bagus,1
g buka hapus cache tpi lma jdi hrus un instal trs donlowd lgi,0
tlg la perbaiki bug nya hrs uninstall trs vidio draf hilang,0
ngelag muluu wifi lancar buka tiktok berulang ulang,0
emang bagus kesini banget ngebug buka cuman logo yg habis tolong ya tiktok diperbaiki mesti hapus habis instal sihhh,0
instal nya,0
tiktok butut anjg tebisa masuk kalo masuk stak logo mental,0
mantap,1
tiktok lemot membutuhkan ruang,1
buruk banget dibuka diperbaharuhi dak bisaharus dihapus download lagipadahal dihp penyimpanan ruang,0
tiktok yaa sinyal ny bagus lo uninstall loh kali,1
bagus,1
gabisa dibuka abis update,0
knp tiktok skrng g bs bukak aliyas ngistal ulang capek,0
knp si hrus bug trus cape min gua,0
galu,1
seru sih pas masuk kedalam tiktok tiktok nya mohon diperbaiki ya bug nya,0
ngelek kalo buka aplikasi tiktok gak unstal,0
kesini tiktok gak jlsakun aja hilang kli,0
najis bgt gw unsital,0
jelek ngebug,0
tiktok ngelek,1
bagus bangt kalou gabut nonton tik tok bikin vidio suka,1
kesini burik,0
tiktok bagusss,1
menyenangkan,1
tiktok lolot lag banget dibuka jaringan bagus emang tiktok udah galayak tiktok bego,0
tiktok sekrang gk gunain ram gk buka,0
tik tok klo gk pake sehari aja gk buka hapus dlu download tolong sarannya teman,1
bagus banget,1
apk sih bagus pas buka bersihkan tolong perbaiki tiktok nya download mulu,0
kasih bintang menunggu terinstal kalo liat menutup tiktok ngasih kode,0
cocok,1
aneh banget gatau tiktok huy,1
kasih bintang akun tiktok kali coba gak kalo tau ya,1
tolong si perbaiki scroll tiktok tiktok nya gabisa buka pencet gitu tolong perbaiki nya hapus tiktok download play store,1
bgus bgus,1
pembaruan buka gunanya pembaruan buka,0
habis buka aplikasi mati ga dibuka,0
ngeleg masuk ga tolong perbaiki,0
bagus,1
kenapaa lemottt bangettt badahal wifi lancar aplikasi lancar bangett mbuka tik tok stop logo nya plis perbaiki,0
kasih alasan apk berhenti ga pake,1
kasi bintang,0
the best,1
tiktok memuaskan kayak versi lamatiap bongkar diinstal lagikenapa sih,0
butut,0
capek bolak download tik tok karna tdk tdk bisah bukaaa min perbaiki bug udah muak kali akuuu,0
bagus,1
jelek,0
diupdate efek mengecilkan hidung bibir dll kecewa tolong dikembalikan kayak percaya video dipakai efek suaranya gagal filter disimpan gagal dimuat bilang jaringan stabil bagus aja jaringanku,0
aplikasinya keren,1
bagus,1
apalah jelek banget download ulang klo buka kirain hp temen ku aja hp ku,0
bagus menambah wawasan,1
salin tautan suka,0
kesini kesana tiktokngebug sendiriminta uninstall instal lagimasuk akun lagigitu gitu terussetiap haru uninstall instalperbaiki,0
sengana kasih b biar dibacaini knp buka tiktok udh gabisa yapadahal aja tpi gabisaterus hapus ulang download lgi knp gabisa ya tolong solusinya,1
bagus,1
murah gampang kalw retur proses cepet,1
tiktok knpa jir jdi susah masuk udah bbrapa kali hapus pasang ko mkin,0
apk knp gbisa buka bjir pdhl sinyal jg bagus tuhblm dihapus loh tp gbisa dibuka gmna sih konsepnya ah mls,0
jelek banget tiktok,0
keranjang kuning nya gak beli beli tiktok,1
bagus cocok kalangan,1
tiktok pengunggahan video musik remix rayakan kemerdekaan hut ri yg,1
bikin akun blokir umur ya udah loh benerin ya,0
aduhhh gw bilang smp aja loh salah on oll,0
alhamdulillah membantu keuangan,1
begabung,1
tik tok kalo login stuck logo kadang mental hp leg tlng perbarui,0
mentok ko logo tiktok,0
bagus bagus aja,1
tiktoknyaa anyingg gak bukaa kalo suda donlott,0
bgu bgt aplikasi nya,1
tiktok update bug ngelag filter nya pakai hitam,1
jelek bgt coiii ngelag trs pas udah masuk mulu,0
bagus,1
baguss,1
tiktok payahhh nge bug bug gitu sihhhsumpahhh kesel aplikasi,1
tiktok seru tiktok ku gak dibuka tolong bantu an nya ya tiktok,1
kagum aplikasi mohon kurangin konten dewasanya ya,1
gak tik tok gila bug mulu perbaiki lol bug gak masuk aneh dongo perbaiki dah apk nya kocak,0
tiktok,1
admin tik tok kasih ruang perangkat android buka tik tok macet gak aplikasi ny mohon gitu lagii,0
bagusss tapiii suka ga buka riwayat cape kalo hps donglot hps donglot,1
skrg update,1
bagus posting ulang cerita posting ulang aja posting ulang kanya cerita,1
apk busuk,0
bagus banget,1
bermasalah doang,1
tolong plisss turun gb nya,1
aplikasinya gabisa dibuka kalo dibuka hapus download ulang besoknya gabisa dibuka ulang,0
ya udah masuk sumpah gak gak sih perbaiki langsung update ya tiktok,0
aplikasi tiktok gak buka ya mental,1
pencet metu,1
eror download ulang mulu,1
aplikasi bukaa,0
tolong aplikasi tiktok perbaiki tiktok sya buka hapus duluhabis tu upload gitotolonglah,1
ringan tiktok min,1
sempurna,1
gak nyaman tiktok tiktok mentok logo nya udah hapushapusin penyimpanan nya udah hapus cache tiktok nya tetep gak pas hapus tiktok mencoba mendownload ulang tolong perbaiki,0
bagus tiktok puas aplikasi,1
tiktok si suka ngelag tibatiba sma pas masuk aja aneh bgt aplikasi gajelas bgt pdhl wifi sma data lancar lancar aja kecewa berat,0
ih geram x bentar bleng,0
mohon apk nya perbaiki karna bug,0
tiktok sih buka tiktok danahh penggunaan ram gede hp lemot banget terpaksa restart hapus tiktok nya emang nya dah tolong diperbaiki apk,0
dikit dikit block,0
error klo kasih peringatan tdk masuk akal,0
good,1
tiktok sichsaya banget menginstal,1
tolong tiktok bug nya benerin kali keluarsendiri,1
tiktol jelek suka,0
susah buka ya uninstall install ulang kebuka,0
tiktok ga chtan lg,0
si aplikasi nya gaje tibatiba akun gw blok,0
puas,1
bagus banget,1
aplikasi yg buka sebentar aja tiktok gk buka capek klo hrus hapus donlod lgi,0
postingan ulangnya gk yaa mohon mengganggu teman posting ulang yg pas lihat cuman doang mengganggu mohon diperbaiki cuman akun tiktok ku doang,1
mohon hilangkan org org suka nonton bokep tik tok,1
bagus,1
bagus,1
knp sih ttk nya hrs hps download ulg mulu,1
susah buka hp ram,0
mantap,0
bagus bangettt,1
skrg gmpg lemot bgt hp yg ram nya uninstallinstal gitu mulu dikit bersiin cache tiktoknya re start,0
diupdate ko jdi mlah eror hapus donlod lgi hapus donlod kymna si bikin kesel,0
tiktok download mulu gak nikmatin,0
spalah tiktok gajelas gabisa masuk apknya hapus lali donlowad hp nya ram gede loh benerin kolo suruh milih mending tiktok lite,0
bikin lemot kehp semenjak diupdate kesemua aplikasi hp berpengaruh susah dibuka kacauuu,0
kak maaf ya tolong aplikasi tiktok ya,1
beda dulusekarang suka ngelagmau buka apk nya,0
tiktok bangus akun ku login mulu sampe hapus tiktok nya karna kesel,1
jelek,0
kayak hapus download karna mb nya plis bikinin mb yg dikit aja gak,0
jelek,0
tik tok buruk buka udh buka eh gk buka knp ya tik tok,0
nih tiktok ngapa pagi ngebug mulu sih heran benerin deh udah pake ginigini aja,0
sih pagi tik tok guwa gak kena pakek dah kayak gini tolong perbaiki,0
bagus,1
d hp ku gk terinstal,0
tiktok lemot api gk kalodi bukak sampe logo uninstall download ulangg hahh menyebalkan,0
kesini tiktok ngga min ngelag jaringan bagus kualitas vidio kadang menurun,0
sih buka apl nya kalo lihat donlwd ulang tiktok gimanaa sih,0
instal ulang capek tau,1
bagus,0
nya kalo masukan tanggal,0
tiktok skrng berat kdng jg suka sndiri lag banget tolong ya perbaiki,0
jelektiap download trs,0
app nya ngebug buka ngestalk nya logo tiktok nya doang mohon benerinnn,0
tik tok nya pas komen komen foto tiktok lite,0
ku kasih bintang udh download tiktok besok nya masuk tiktok gk itupun hapus data tiktok aj gk terpaksa install ulang tiktok nya,0
lemot,0
berap minggu g update tiktok stak loading,0
suka video nya suka bikin konten tiktok,1
apaa hrus hp ip biar ga ngelag tiktok nya,0
tiktok gajelas,1
tik tok sih skrg kalo buka tik tok stuck logo nya kadang,0
gimana sih ko gk download ngeleg mulu,0
tiktok thumbnailnya tampil memiliki sinyal internet extra super kenceng sekencang kencangnya paket data muncul,0
pas santai masuk coba masuk mencoba playstore download an gitu,0
sih gak akun ya bantu tiktok penjelasan,1
baguss,1
bagus sii gb nya,1
tiktok knpa sih lemot bgt wivi bagus g bukaa tiktok,1
jujur sudak cape hapus donwload apk,1
buruk upgrade aplikasi memperbaiki memperburuk aplikasinya hp ram rendah skip aja aplikasi,0
kasih bintang karna banget nge bag nya download langsung bag,0
tiktok mb nya ram hpku,0
pikir update terbaru menyelesaikan lemot an eh update terbaru lemotnya parah nih update tiktok loadingnya kelewatan,0
lemot buka terpaksa hapus download lgi,0
lemot,0
cumaa bisaa buka harii abis ituu nggaa buka uninstall duluu download gimanaa nii tiktok emang ginii yaa,0
good job,1
gk bis adibuka trus,0
tik tok knp maen blokir permanen akun org yg pelanggaran akun sudh butik blokir permanen tapa pelanggaran,0
tik tok gak masuk gagal huh capek deh,0
tiktok susah buka menyebabkan hrus instal ulg,0
bgt,1
perbaiki min download ulang buka apk nya,0
aplikasi tik tok jelekkenapa aktifnya sehari sampaisampai download download menontonnya download tik tok buruuuukkkkk,0
good bro this is a good app,1
akun gua ban ga aneh aneh udah bekali kali komplain buka ban nya aduh gimana nih tiktok nya seneng apknya pakai ban akun gua gua ga aneh aneh loh jir,0
uninstall ramai ramai,0
ok,1
aplikasinya lelet banget perangkat gak nyaman mempergunakannyamohon bantuannya om develover,1
bgus,1
nice,1
jga gk tik tok skrang lg bcanda bcanda kawan kawan lg seru seru kena pl emng gk kalilg live asik asik kena pelanggaran bcanda bcanda ajh gk tik tok nihhh,0
koq aplikasi nya ngambil saldo dana sih rb aneh bahaya,0
mantap,1
bagus,1
bagus,1
knp ya buka tiktok ram langsung penuh solusi nya restart ulang hp,0
tiktok knp sih ngelag gak dibuka download ulang tolong dibenerin sistemnya kayak gini merugikan banget loh,0
sikit sikit ga masukharus download ulang,0
buruk,1
tik tok jirsetiap gua buka apknyakadang suka lemot diem logo tiktok doangkadang langsung pemberitahuan memori banyaktiktok emang eror gimana si,0
instal hapus instal hapus instal hapus gitu aja login,0
good,1
min tiktok ngebug,0
bagus hiburan,1
bagus,1
mantap,1
tgl lahir diterima tiktok penipuan tiktok tolong pembaruan akun masuk tiktok,0
jelek,0
bagus,1
tiktok mboh pie leg tros sinyal apik,0
buka tik tok,1
ni tiktok knp dah tau menu shopny ilang ganti jd discover trs pas giliran dah diupdate ga bsa buka berat cm mentok logony ja tolong perbaiki,0
kali tingkah tiktok,0
peningkatan,1
bug,0
woyyyy uda ngeluhh kalo tiktok ngeleg teruusss gak respon masi tetep kgk perubahan capek gua download hapus download gituuuuuuuuu aja teruusss lu pikir nge download aplikasi kgk pake paketan kuota apah pakeee coookkkkk cepet beresin tiktok nya,0
membatu terima kasih tt,1
buka,0
mangki jdi apk sampah ni rusak hp gua nya,0
tolong perbaiki fitur favoritnyakalau video d favoritkan videonya dihapus capek scral scrol tolong perbaiki dihapus videonya posisi scrollnya biar nggak scroll,0
parah nih tiktok sy dianggap ank kecilorg sy sdh tua tiktok dihapus aneh,0
tolong yg apk sih d hapus buka tolong d perbaiki yaa,0
apk gembel api kaga muncul download apk bikin iq turun,0
bagus,1
apk menghibur,1
baguss,1
tolong ya tiktok akun tibatiba stories berdasarkan fotovideo galeri first akun second akun hapus privat fotovideo tibatiba upload stories foto tanggal tanggal stories tibatiba upload fotovideo tanggal mengganggu privasi banget,0
mantap,1
aplikasi tai ga d buka cape ngedonlood,0
tolong developer perbaiki bug nya main ml dll lancar buka tiktok langsung lag eror hp langsung mati,1
kayakk enak gitu,1
hadeh jelek followers udah live akun satunya gw akun gaabisa hadeh,1
gk fyp,1
tiktok pabila bukak gak donlot susah banget,1
recomend,1
mantap,1
mantap,1
aplikasi tiktok bagus video konten postingan penonton temanteman disosia media keren,1
bagus,1
sinyal amn youtub buka tiktok gk bisaaa,1
aplikasi tik tok sulit membuka nya seminggu buka ponsel matingatur ulang,0
tiktok knpa ya d buka slalu aja hp nya mati kdang jdi eror tpi apk d buka,1
aplikasi lg buka tolong perbaiki,1
hahaha maaf ya kali kasih bintang aplikasi tik tok udah rusak pas buka aplikasi nya tibatiba mental cuman logo tik tok ny doang hp ngeprish lemot gelap pas coba pademin tetep aja gk hasilnya saran ku sih perbaiki tik tok akun yg perjuangin akun ku kena blokir followers ny lumayan banyakk,0
tik tok hp bagus,0
uninstall install,1
kesini kacau,0
cocok,1
aplikasi nya bagus kadang video yg klo videonya udh abis tb muncul iklan klo gw sih mengganggu tpi ok,1
suka forclose penyimpanan masi versi terbarunya suka forclose,1
butut,0
bocil fomo hama,0
menyenangkan,1
tiktok jelekkadang bisakadang gak loding lamalemot masuk install ulang biar masuk tiktoktolong aplikasinya perbaiki,0
tingkatkan,1
kebanyakan bug,0
knp tiktok tolong perbaiki min capek update mulu,0
aplikasi elit kualitas alit,0
bagus video yg suka video ular video omongan mati,1
bug gimana hilangkan nya aplikasi buka,0
tiktok mendukunh,0
tiktok skrng buruk masak aktif cmn hri hbis buka cmn loging cmn gambar logo aja hri download,0
bug ga benerin gimana sihh aplikasi inii gaa amanah yg bener aja sihh yaelahh,0
tersedia bahasa indonesia dipengaturan bahasa indonesia,1
fitur komen foto balikin sat,0
ok bgt,1
tik tok gak buka ya,1
eror gak dm suara jg gak dibuka,0
ngelek,0
pencurian sepeda motor supra fit berlakunya pakai baju orange tolong temanteman viralkan tik tok terekam kamera cctv,0
jelek banget,0
tik tok lancar pake wifi lancar lohh,0
asik scroll,1
gabisa live njirr gak ngapangapain,0
tikcoin mantap,1
tolong kembalikan uang sayatiba tertarik otomatis diakun dana senilai rupiahitu sengaja berlangganan,0
ngga apk tiktokkkkk,0
ya benartiktok pas buka aplikasi lamabikin hp eror,0
tik tok mari lemot z sihpedahal sampah dah bersihkan hp sy jg ram nya gb,0
knp tiktok suka sndri,0
kebanyakan update,0
bodoh ya umur da thn,0
knpa tiktok bug trs mentog logo uintal tolong tiktok perbaiki,0
hapus fitur share minimal tambahkan fitur persetujuan share barusan kejadian ngirim orang,0
aplikasi error instal ulang cek pembaharuan play store aplikasi yg terupdate jaringan lancar restart ulang perangkat dibuka stuck logo instal ulang dibuka,0
bahagia,1
apk namanya gede sistemnya down mulu,0
leg sampe hp gbisa pencet,0
suka kesel kalo tbtb ngelag pdhl bagus sinyalnya,0
bug trus,0
live,1
tiktok kacau kalo pake bentar bentar,0
ok,1
bagus,1
tiktok parah buka lag lemot bug,0
susah d buka n leletlemot,1
tiktok gak kaya lemot gak buka logonya,0
bisanya cheat gua ilang,0
aplikasi tiktok bagus,1
gak buka tiktok nya udah dr minggu,0
tolonglah terhormat tiktok aplikasi gak dibukaa teruss sih mentok logo tiktok melulu pdhl sinyal lancar memory kayak udh diupgrade gimanaa ngecek konten gak masuk akun,0
mntp ngelek,0
ni tiktok gw napa iklannya anjirr gak kayk gitu ga,0
bagus,1
kecewa yaa mengupdate tik tok dapet fitur yg bagus eh tik tok gabisa dibuka uninstal download sampe jg ga ngerti,0
titok ok,1
pesan developer indonesia negri harapan ban seumur hiduplah akun nya penipuan apapun konten nya live posting penguna kerugian finansia hartaharapan developer tiktok memahami ituagar kedepan tiktok merespon kwluhan penguna nya,1
tolong kembalikan akun melanggar peraturan apapun akun blokir permanen kesini ga aplikasi bikin emosi jdiny,0
jelek bnget komen gaada unsur negatifnya hapus karna kena pelanggaran aneh bnget giliran komen negatif gak hapusin,0
ok,1
jaringn bagus lemot skli pas bukasering logout sndri,0
cmna nya developermasa iya nge bug mulu download ad ngebug ga dibuka,0
tiktok skrg sngt buruksaya buka apk nya aja stuck d logo nya doangkdng lngsung lagitolong d perbaiki,0
mantap,1
ga komen foto,0
sukses tim tik tok,1
udah download jaringan bagusmalah ga bukak,0
memuaskan,1
tolong tiktok perbaruin dibikin lelet app ny,0
hp ram aja lelet tiktok payah masak habis buka tiktok mentok logo payah,0
tiktok jelek banget bug mulu ga banget benerin download mulu pagi download udah hapus trus download jelek banget,0
bagus hp mendukung aplikasi nya tolong perbaiki,1
lag upload kadang stuck aneh,0
tik tok gak simpan video foto yg foto langsung d pesan ya,0
tik tok gagal kalo masuk tik tok nya semenjak update,0
tiktok sih memori ga penuh tiktok nya dibuka kali habis gabisa dibuka tiktok nyatolong gimana solusinya,0
suka ngebug cape bulak hapus kalo gk niat gak bikin aplikasi nya,0
gak karuan buka timbul logo aj,1
tiktok edan dah dikitkeblokir dikiterorr era tiktok ngak kaya dah plils tiktok benirin kyak duku lagii,0
aplikasi tiktok tolong yg gx persaratan jualan kasih live merusak rumah tangga,0
knp tiktok susah banget masuk unduh login ulang,0
seru,1
sya suka,1
the tiktok application is now very different from before now the application needs to be downloaded again when you want to use it and there are already many those who complain but there is no change please ask the admin to fix it,0
tiktok hp lemot mb nya tolong turunin,0
good,1
video blokir konten beranda,0
bgs enk dingunakan,1
bintang,1
loginnge buf mulu,0
tiktok bagus ya karna buka tiktok terkeluar mulupadahal sinyal gak lemot,0
postingan muncul akun orang muncul,0
lagu iklan toko hidup tiktok tutup menganggu karna susah nya,0
bagus memiliki akun,1
mantap aplikasinnya,1
diperbarui gabis aupload video aneh,0
ngelag kdang gabisa kebuka apk nya teken berkali kali,0
bagus menambah pengetahuan informasi,1
engk download lagii hemm sedihh,1
bagus,1
ngebug teruss up ngebug up ngebug auu ahh,0
bagusss,1
lelet tiktok nya,0
gk buka,0
ya kena batasan usia padahl usia,0
lelet banget,0
buruk bngt anj g buka,0
anjir la tiktok nya nge lag banget bikin trend betmut,0
efek filter beauty gw kocakk,1
gabisa ngirim foto dm l tiktok l,0
mohon maaf aplikasi tiktok berbeda tolong perbaiki bagus semenjak diperbarui tiktok install ulang normal bagusan dulutolong tingkatkan normal yaagar install ulang aplikasi terusan capek min copot ulang aplikasi buka tiktok terimakasih,0
bagus,1
tiktok shop pengguna belanja murah gratis ongkir gak,0
knapa ni min ngeleg tdi sya donwload tiktok lma min,0
parah langsung buka,0
jeleeekkk ngeleg bgt edan,0
bgus menghibur,1
tiktok gak buka mulu sring hapus donwload susah mulu dibuka,0
ga buka udh pencet berkali kali udh update tolong jan kek gini enakan tiktok hey ga buka woy tolong buka aja hapus instal sih,0
butut ku urng teh hapus hh si tiktok teh trs ku urng teh si tiktok teh dek download deui naha jol jol te gelo te tiktok teh,0
tolong fitur chat tenggelam kesulitan mencari pesan fitur membantu orang tolong tambahkan yaa terima kasih,1
smnjk tik toksetia hati slalu buka bljna tik tok lbih akurat live,1
buka tiktok gak uninstall download ulang uninstall download ulang ngeselin banget tiktok,0
tiktok bagus tolong perbaiki mkasih,1
aplikasi plerr,1
bermanfaat,1
jogja senang followers,1
aplikasi bagus,1
install ters,1
hormat admin timtoktolong kembalikan pengaguran tikrok pesam langsung non aktifkan kembaliversi terbaru nonaktifkanmakasih,1
ok,1
min ko ga fitur foto live nya ya,1
aplikasi suka ngebug install uninstall mohon perbaiki sistemnya,0
tiktok tolol,1
tik tok ndak tik tok ndak buka,0
kameraaa nya kuningggg ngebug trus nih tik tok,0
gatau hp ku filter filter wajah games muncul diberanda dll gabisa muncul dikamera ngeselin banget hp realme c emang tiktok ga mendukung realme ya pls,1
terbaik,1
buka,0
suka aja,1
ngeleg bgt,0
gak buka disuruh gosokan riwayatnya gak,0
ko kadang gabisa masuk yaa hapus masuk,0
jelek,0
susah masuk,1
kalo download vidio offline gak full ngeleg wifi spek star link,0
pecinta tiktok,1
ngelag banget tiktoknya gajelas,0
